rid,rh13_e,rh13_c,EsufS_e,EsoilS_e,EsufS_c,EsoilS_c,q_eraS_e,q_eraS_c,P_eraS_c,P_eraS_e,dppt13_e,prev_str01,stream,prev_str02,dex_riv_pred,dex_riv_pred_SE,strahler,d_us1,d_us2,Q_us1_c,Q_us2_c,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER,SORT,geometry
14027,47.9866,47.9866,25275577.0312,139436399.75,25275577.0312,139436399.75,106316758.5,106316758.5,315023895.1758,315023895.1758,12.3274,0,14067,0,9.881780646814242,2.728699843652964,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7486671.49242591, -7486880.28844883, -7486880.28844883, -7487089.08447174, -7487297.88049466, -7487506.67651757, -7487715.47254049, -7487924.2685634, -7488133.06458632, -7488341.86060923, -7488550.65663215, -7488759.45265506, -7488968.24867798, -7489177.04470089, -7489177.04470089, -7489385.84072381, -7489385.84072381, -7489385.84072381, -7489594.63674672, -7489594.63674672, -7489803.43276964, -7490012.22879255, -7490221.02481547, -7490429.82083838, -7490638.6168613, -7490847.41288421, -7491056.20890713, 
-7491265.00493004, -7491265.00493004, -7491265.00493004, -7491265.00493004, -7491473.80095296, -7491473.80095296, -7491682.59697587, -7491891.39299879, -7492100.1890217, -7492308.98504462, -7492517.78106753, -7492726.57709045, -7492935.37311336, -7493144.16913628, -7493144.16913628, -7493144.16913628, -7493352.96515919, -7493561.76118211, -7493770.55720502, -7493770.55720502, -7493979.35322794, -7494188.14925085, -7494396.94527377, -7494605.74129668, -7494814.5373196, -7495023.33334251, 4506250.0199005, 
4506041.2238806, 4505832.4278607, 4505623.6318408, 4505414.8358209, 4505206.039801, 4504997.24378109, 4504788.44776119, 4504788.44776119, 4504579.65174129, 4504579.65174129, 4504370.85572139, 4504162.05970149, 4503953.26368159, 4503744.46766169, 4503535.67164179, 4503326.87562189, 4503118.07960199, 4502909.28358209, 4502700.48756219, 4502491.69154229, 4502282.89552239, 4502074.09950249, 4501865.30348259, 4501865.30348259, 4501865.30348259, 4501865.30348259, 4501656.50746269, 4501447.71144279, 4501238.91542289, 
4501030.11940299, 4500821.32338308, 4500612.52736318, 4500403.73134328, 4500403.73134328, 4500194.93532338, 4500194.93532338, 4499986.13930348, 4499777.34328358, 4499568.54726368, 4499359.75124378, 4499150.95522388, 4498942.15920398, 4498733.36318408, 4498524.56716418, 4498315.77114428, 4498106.97512438, 4497898.17910448, 4497898.17910448, 4497689.38308458, 4497689.38308458, 4497689.38308458, 4497689.38308458)"
13292,47.8946,47.8946,11451475.0464,69166154.2871,11451475.0464,69166154.2871,29363955.9307,29363955.9307,132180696.7461,132180696.7461,12.9206,0,13332,0,10.104386164842103,2.7112874389885393,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7165543.20918255, -7165752.00520546, -7165752.00520546, -7165752.00520546, -7165752.00520546, -7165543.20918255, -7165334.41315963, -7165125.61713672, -7165125.61713672, -7165334.41315963, -7165334.41315963, -7165334.41315963, -7165543.20918255, -7165752.00520546, -7165752.00520546, -7165543.20918255, -7165543.20918255, -7165543.20918255, -7165334.41315963, -7165125.61713672, 4720892.32835821, 4721101.12437811, 4721309.92039801, 4721518.71641791, 4721727.51243781, 4721936.30845771, 4722145.10447761, 
4722353.90049751, 4722562.69651741, 4722771.49253731, 4722980.28855721, 4723189.08457711, 4723397.88059701, 4723606.67661692, 4723815.47263682, 4724024.26865672, 4724233.06467662, 4724441.86069652, 4724650.65671642, 4724859.45273632)"
13592,46.8059,46.8059,9004453.542,58591141.2129,9004453.542,58591141.2129,34936800.1035,34936800.1035,120132774.7578,120132774.7578,15.7154,0,13632,0,10.717007226123874,2.7277756378486027,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-6947142.5692134, -6946933.77319048, -6946933.77319048, -6946933.77319048, -6946933.77319048, -6947142.5692134, -6947351.36523631, -6947560.16125923, 4831554.21890547, 4831763.01492537, 4831971.81094527, 4832180.60696517, 4832389.40298507, 4832598.19900498, 4832806.99502488, 4833015.79104478)"
13234,48.6032,48.6032,9500817.5186,58419654.2812,9500817.5186,58419654.2812,50181633.9414,50181633.9414,137172138.4688,137172138.4688,12.5316,0,13272,0,10.535627744334604,2.746708788182247,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7439065.99920128, -7439065.99920128, -7438857.20317836, -7438648.40715545, -7438439.61113253, -7438230.81510962, -7438022.0190867, 4505623.6318408, 4505414.8358209, 4505206.039801, 4505206.039801, 4505206.039801, 4505206.039801, 4505206.039801)"
8345,47.1128,47.1128,7221462.2566,43109655.9297,7221462.2566,43109655.9297,69302086.3965,69302086.3965,136510843.2969,136510843.2969,13.1508,0,8352,0,11.330003962862794,2.7705535602054487,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7257204.66324226, -7257413.45926518, -7257622.25528809, -7257831.05131101, -7257831.05131101, 4484744.02985075, 4484952.82587065, 4484952.82587065, 4485161.62189055, 4485370.41791045)"
15252,49.252,49.252,17232201.2515,91541702.8027,17232201.2515,91541702.8027,54006375.582,54006375.582,195181502,195181502,11.9681,0,15296,0,9.562986625752208,2.7366956304623646,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7301260.62407734, -7301469.42010025, -7301469.42010025, -7301469.42010025, -7301469.42010025, -7301469.42010025, -7301469.42010025, -7301469.42010025, -7301260.62407734, -7301051.82805442, -7300843.03203151, -7300634.23600859, -7300634.23600859, -7300843.03203151, -7301051.82805442, -7301260.62407734, -7301469.42010025, -7301678.21612317, -7301887.01214608, -7302095.808169, -7302304.60419191, -7302513.40021483, -7302722.19623774, -7302930.99226066, -7303139.78828357, -7303348.58430649, -7303557.3803294, 
-7303766.17635232, -7303974.97237523, -7304183.76839815, -7304392.56442106, -7304601.36044398, -7304601.36044398, -7304601.36044398, -7304601.36044398, -7304601.36044398, -7304601.36044398, -7304810.15646689, -7305018.95248981, -7305227.74851272, -7305227.74851272, -7305436.54453564, -7305645.34055855, -7305854.13658147, -7306062.93260438, -7306271.7286273, -7306480.52465021, -7306480.52465021, -7306689.32067313, -7306689.32067313, -7306689.32067313, -7306898.11669604, -7306898.11669604, -7307106.91271896, 
-7307315.70874188, -7307524.50476479, -7307733.30078771, -7307942.09681062, -7308150.89283354, -7308359.68885645, -7308568.48487937, -7308777.28090228, 4810674.61691542, 4810465.82089552, 4810257.02487562, 4810048.22885572, 4809839.43283582, 4809630.63681592, 4809421.84079602, 4809213.04477612, 4809004.24875622, 4808795.45273632, 4808795.45273632, 4808586.65671642, 4808377.86069652, 4808169.06467662, 4807960.26865672, 4807751.47263682, 4807542.67661692, 4807542.67661692, 4807333.88059701, 4807125.08457711, 
4806916.28855721, 4806916.28855721, 4806916.28855721, 4806707.49253731, 4806498.69651741, 4806498.69651741, 4806707.49253731, 4806916.28855721, 4806916.28855721, 4806707.49253731, 4806916.28855721, 4806707.49253731, 4806498.69651741, 4806289.90049751, 4806081.10447761, 4805872.30845771, 4805663.51243781, 4805454.71641791, 4805245.92039801, 4805037.12437811, 4804828.32835821, 4804619.53233831, 4804828.32835821, 4804828.32835821, 4804828.32835821, 4805037.12437811, 4804828.32835821, 4804619.53233831, 
4804410.73631841, 4804201.94029851, 4803993.14427861, 4803784.34825871, 4803575.55223881, 4803366.75621891, 4803157.960199, 4803157.960199, 4802949.1641791, 4802740.3681592, 4802740.3681592, 4802740.3681592, 4802740.3681592, 4802531.5721393)"
14909,48.8192,48.8192,11578544.8347,70741480.6738,11578544.8347,70741480.6738,28001707.2422,28001707.2422,131492126.9766,131492126.9766,11.4685,0,14953,0,9.018138053251619,2.6834903265468113,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7463286.33785942, -7463495.13388234, -7463703.92990526, -7463912.72592817, -7464121.52195108, -7464330.317974, -7464539.11399692, -7464330.317974, -7464539.11399692, -7464539.11399692, -7464747.91001983, -7464747.91001983, -7464747.91001983, -7464747.91001983, -7464956.70604275, -7465165.50206566, -7465374.29808858, -7465374.29808858, -7465374.29808858, -7465583.09411149, 5064570.57711443, 5064361.78109453, 5064152.98507463, 5063944.18905473, 5063735.39303483, 5063526.59701493, 5063317.80099502, 
5063109.00497512, 5062900.20895522, 5062691.41293532, 5062482.61691542, 5062273.82089552, 5062065.02487562, 5061856.22885572, 5061647.43283582, 5061647.43283582, 5061438.63681592, 5061229.84079602, 5061021.04477612, 5060812.24875622)"
11996,51.1657,51.1657,18547066.0681,103773487.7305,18547066.0681,103773487.7305,77908810.5947,77908810.5947,233957984.2422,233957984.2422,13.1328,0,12027,0,10.519769702828066,2.703879049308756,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-6828337.63217473, -6828337.63217473, -6828128.83615181, -6827920.0401289, -6827711.24410598, -6827711.24410598, -6827502.44808307, -6827293.65206015, -6827084.85603724, -6826876.06001432, -6826667.26399141, -6826458.46796849, -6826249.67194558, -6826040.87592266, -6825832.07989975, -6825623.28387683, -6825414.48785392, -6825205.691831, -6824996.89580809, -6824788.09978517, -6824579.30376226, -6824370.50773934, -6824161.71171643, -6823952.91569351, -6823744.1196706, -6823535.32364768, -6823326.52762477, 
-6823117.73160185, -6822908.93557894, -6822700.13955602, -6822491.34353311, -6822282.54751019, -6822073.75148728, -6821864.95546436, -6821656.15944145, -6821447.36341853, -6821238.56739562, -6821029.7713727, -6821029.7713727, -6820820.97534979, -6820612.17932687, -6820403.38330396, -6820194.58728104, -6819985.79125812, -6820194.58728104, -6820194.58728104, -6819985.79125812, -6819776.99523521, -6819776.99523521, -6819568.1992123, -6819359.40318938, -6819150.60716647, -6818941.81114355, -6818733.01512063, 
-6818524.21909772, -6818315.4230748, -6818106.62705189, -6817897.83102897, -6817689.03500606, -6817480.23898314, -6817271.44296023, -6817271.44296023, -6817480.23898314, -6817480.23898314, -6817271.44296023, -6817271.44296023, -6817271.44296023, -6817062.64693731, -6817062.64693731, 5097142.75621891, 5096933.960199, 5096725.1641791, 5096725.1641791, 5096516.3681592, 5096307.5721393, 5096098.7761194, 5095889.9800995, 5095889.9800995, 5095889.9800995, 5096098.7761194, 5096098.7761194, 5096098.7761194, 
5096098.7761194, 5096098.7761194, 5096098.7761194, 5096098.7761194, 5095889.9800995, 5095889.9800995, 5095681.1840796, 5095681.1840796, 5095472.3880597, 5095472.3880597, 5095472.3880597, 5095472.3880597, 5095472.3880597, 5095472.3880597, 5095263.5920398, 5095263.5920398, 5095263.5920398, 5095263.5920398, 5095054.7960199, 5094846, 5095054.7960199, 5095054.7960199, 5095054.7960199, 5095054.7960199, 5094846, 5094637.2039801, 5094428.4079602, 5094219.6119403, 5094428.4079602, 5094219.6119403, 5094010.8159204, 
5093802.0199005, 5093593.2238806, 5093384.4278607, 5093175.6318408, 5092966.8358209, 5092758.039801, 5092758.039801, 5092549.24378109, 5092549.24378109, 5092549.24378109, 5092549.24378109, 5092549.24378109, 5092549.24378109, 5092549.24378109, 5092549.24378109, 5092340.44776119, 5092131.65174129, 5091922.85572139, 5091714.05970149, 5091505.26368159, 5091296.46766169, 5091087.67164179, 5090878.87562189, 5090670.07960199, 5090461.28358209)"
10900,49.0789,49.0789,19454515.4424,124529405.7148,19454515.4424,124529405.7148,92124480.3594,92124480.3594,280686965.625,280686965.625,12.7895,0,10922,0,10.987407199282735,2.730490572115241,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7188510.77170321, -7188301.97568029, -7188093.17965738, -7187884.38363446, -7187675.58761155, -7187466.79158863, -7187257.99556572, -7187049.1995428, -7187049.1995428, -7187049.1995428, -7186840.40351989, -7186631.60749697, -7186631.60749697, -7186631.60749697, -7186422.81147406, -7186422.81147406, -7186631.60749697, -7186840.40351989, -7186840.40351989, -7186631.60749697, -7186631.60749697, -7186422.81147406, -7186214.01545114, -7186005.21942823, -7185796.42340531, -7185587.6273824, -7185587.6273824, 
4674957.2039801, 4675166, 4675166, 4675166, 4675166, 4675166, 4675374.7960199, 4675583.5920398, 4675792.3880597, 4676001.1840796, 4676209.9800995, 4676418.7761194, 4676627.5721393, 4676836.3681592, 4677045.1641791, 4677253.960199, 4677462.75621891, 4677671.55223881, 4677880.34825871, 4678089.14427861, 4678297.94029851, 4678506.73631841, 4678506.73631841, 4678506.73631841, 4678715.53233831, 4678924.32835821, 4679133.12437811)"
14519,46.6282,46.6282,14123827.2407,95205702.084,14123827.2407,95205702.084,51913341.9209,51913341.9209,184688849.3789,184688849.3789,13.7194,0,14562,0,8.883767429673997,2.725484446462797,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-6882624.59813264, -6882624.59813264, -6882833.39415556, -6883042.19017847, -6883250.98620139, -6883459.7822243, -6883668.57824722, -6883877.37427013, -6883877.37427013, -6883877.37427013, -6883877.37427013, -6883877.37427013, -6883877.37427013, -6884086.17029305, -6884086.17029305, -6884294.96631596, -6884503.76233888, -6884503.76233888, -6884712.55836179, -6884712.55836179, -6884921.35438471, -6885130.15040762, -6885338.94643054, -6885547.74245345, 4958293.40298507, 4958084.60696517, 4957875.81094527, 
4957875.81094527, 4957667.01492537, 4957458.21890547, 4957458.21890547, 4957249.42288557, 4957040.62686567, 4956831.83084577, 4956623.03482587, 4956414.23880597, 4956205.44278607, 4955996.64676617, 4955787.85074627, 4955579.05472637, 4955370.25870647, 4955161.46268657, 4954952.66666667, 4954743.87064677, 4954535.07462687, 4954535.07462687, 4954535.07462687, 4954326.27860697)"
18879,49.7153,49.7153,16141020.7251,69582869.3867,16141020.7251,69582869.3867,43966491.8086,43966491.8086,145718492.1602,145718492.1602,11.6314,0,18931,0,9.097694962722379,2.7250634413049903,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7501913.60209871, -7502122.39812163, -7502122.39812163, -7502331.19414454, -7502539.99016746, -7502331.19414454, -7502331.19414454, -7502331.19414454, -7502539.99016746, -7502748.78619037, -7502748.78619037, -7502957.58221329, -7503166.3782362, -7503375.17425912, -7503583.97028203, -7503792.76630495, -7504001.56232786, -7504210.35835078, -7504419.15437369, -7504627.95039661, -7504836.74641952, -7504836.74641952, -7504836.74641952, -7504836.74641952, -7505045.54244244, 4736760.82587065, 4736552.02985075, 
4736343.23383085, 4736134.43781095, 4735925.64179104, 4735716.84577114, 4735508.04975124, 4735299.25373134, 4735090.45771144, 4734881.66169154, 4734672.86567164, 4734464.06965174, 4734464.06965174, 4734464.06965174, 4734464.06965174, 4734255.27363184, 4734046.47761194, 4733837.68159204, 4733628.88557214, 4733628.88557214, 4733420.08955224, 4733211.29353234, 4733002.49751244, 4732793.70149254, 4732584.90547264)"
16978,49.025,49.025,11910277.624,55184563.707,11910277.624,55184563.707,35585284.8213,35585284.8213,122261509.1133,122261509.1133,11.9941,0,17026,0,9.158707311115084,2.7152215789506253,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7404614.65542029, -7404823.45144321, -7405032.24746612, -7405241.04348904, -7405449.83951195, -7405658.63553487, -7405867.43155778, -7406076.2275807, -7406285.02360361, -7406493.81962653, -7406702.61564944, -7406911.41167236, -7407120.20769527, -7407329.00371819, -7407537.7997411, -7407746.59576402, -7407955.39178693, -7408164.18780985, -7408372.98383276, -7408581.77985568, -7408790.57587859, -7408999.37190151, -7409208.16792442, -7409416.96394734, -7409625.75997026, 4942633.70149254, 4942633.70149254, 
4942633.70149254, 4942424.90547264, 4942633.70149254, 4942633.70149254, 4942424.90547264, 4942216.10945274, 4942216.10945274, 4942424.90547264, 4942424.90547264, 4942216.10945274, 4942216.10945274, 4942216.10945274, 4942216.10945274, 4942216.10945274, 4942424.90547264, 4942424.90547264, 4942424.90547264, 4942424.90547264, 4942633.70149254, 4942424.90547264, 4942216.10945274, 4942216.10945274, 4942424.90547264)"
18225,49.3914,49.3914,11652941.0303,52563177.5059,11652941.0303,52563177.5059,25471867.6982,25471867.6982,106419196.1758,106419196.1758,12.4186,0,18274,0,8.953078918568629,2.7152016847386085,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7507968.68676325, -7507759.89074033, -7507759.89074033, -7507759.89074033, -7507759.89074033, -7507759.89074033, -7507759.89074033, 4895863.39303483, 4895654.59701493, 4895445.80099502, 4895237.00497512, 4895028.20895522, 4894819.41293532, 4894610.61691542)"
14334,47.933,47.933,10039356.5256,66133916.9492,10039356.5256,66133916.9492,36792083.8301,36792083.8301,130851052.0898,130851052.0898,13.5006,0,14376,0,9.276385916109259,2.723293012670468,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-6891811.6231409, -6892020.41916382, -6892229.21518674, -6892438.01120965, -6892646.80723257, -6892855.60325548, -6893064.3992784, -6893273.19530131, -6893481.99132423, -6893690.78734714, -6893899.58337006, -6894108.37939297, -6894317.17541589, -6894525.9714388, 4969777.1840796, 4969568.3880597, 4969359.5920398, 4969150.7960199, 4968942, 4968733.2039801, 4968733.2039801, 4968733.2039801, 4968733.2039801, 4968733.2039801, 4968524.4079602, 4968315.6119403, 4968315.6119403, 4968315.6119403)"
16633,49.4742,49.4742,40836583.3428,183498451.0332,40836583.3428,183498451.0332,128823359.4023,128823359.4023,406389664.7344,406389664.7344,11.7755,0,16678,0,9.727236893402045,2.7355653192893494,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7491056.20890713, -7490847.41288421, -7490847.41288421, -7490638.6168613, -7490847.41288421, -7490847.41288421, -7490638.6168613, -7490638.6168613, -7490638.6168613, -7490638.6168613, -7490638.6168613, -7490638.6168613, -7490847.41288421, -7490638.6168613, -7490847.41288421, -7490847.41288421, -7490847.41288421, -7491056.20890713, -7491265.00493004, -7491473.80095296, -7491682.59697587, -7491891.39299879, -7492100.1890217, -7492308.98504462, -7492517.78106753, -7492726.57709045, -7492935.37311336, 
-7493144.16913628, -7493352.96515919, -7493561.76118211, -7493770.55720502, -7493979.35322794, -7494188.14925085, -7494396.94527377, -7494605.74129668, -7494814.5373196, -7495023.33334251, -7495232.12936543, -7495440.92538834, -7495649.72141126, -7495858.51743417, -7496067.31345709, -7496276.10948, -7496276.10948, -7496276.10948, -7496276.10948, -7496276.10948, -7496067.31345709, -7495858.51743417, -7495649.72141126, -7495649.72141126, -7495440.92538834, -7495440.92538834, -7495232.12936543, -7495232.12936543, 
-7495232.12936543, -7495232.12936543, -7495440.92538834, -7495649.72141126, -7495858.51743417, -7496067.31345709, -7496276.10948, -7496484.90550292, -7496693.70152583, -7496902.49754875, -7497111.29357166, -7497320.08959458, -7497528.8856175, -7497528.8856175, -7497737.68164041, -7497946.47766333, -7498155.27368624, -7498364.06970916, -7498572.86573207, -7498572.86573207, -7498364.06970916, -7498155.27368624, -7498155.27368624, -7498364.06970916, -7498572.86573207, -7498781.66175499, -7498990.4577779, 
-7499199.25380081, -7499408.04982373, -7499616.84584665, -7499825.64186956, -7500034.43789248, -7500243.23391539, -7500452.02993831, -7500660.82596122, -7500869.62198414, -7501078.41800705, -7501287.21402997, -7501496.01005288, -7501704.8060758, -7501913.60209871, -7502122.39812163, -7502331.19414454, -7502539.99016746, -7502748.78619037, -7502957.58221329, -7503166.3782362, -7503375.17425912, -7503583.97028203, -7503792.76630495, -7504001.56232786, -7504210.35835078, -7504419.15437369, -7504627.95039661, 
-7504836.74641952, -7505045.54244244, 4618164.68656716, 4618373.48258706, 4618582.27860697, 4618791.07462687, 4618999.87064677, 4619208.66666667, 4619417.46268657, 4619626.25870647, 4619835.05472637, 4620043.85074627, 4620252.64676617, 4620461.44278607, 4620670.23880597, 4620879.03482587, 4621087.83084577, 4621296.62686567, 4621505.42288557, 4621714.21890547, 4621923.01492537, 4622131.81094527, 4622340.60696517, 4622549.40298507, 4622549.40298507, 4622758.19900498, 4622966.99502488, 4622966.99502488, 
4622966.99502488, 4622966.99502488, 4623175.79104478, 4623175.79104478, 4622966.99502488, 4622966.99502488, 4622966.99502488, 4622758.19900498, 4622966.99502488, 4623175.79104478, 4623384.58706468, 4623593.38308458, 4623802.17910448, 4623802.17910448, 4624010.97512438, 4624010.97512438, 4624219.77114428, 4624428.56716418, 4624637.36318408, 4624846.15920398, 4625054.95522388, 4625263.75124378, 4625472.54726368, 4625681.34328358, 4625890.13930348, 4626098.93532338, 4626307.73134328, 4626516.52736318, 
4626725.32338308, 4626934.11940299, 4627142.91542289, 4627351.71144279, 4627560.50746269, 4627769.30348259, 4627978.09950249, 4628186.89552239, 4628395.69154229, 4628604.48756219, 4628604.48756219, 4628395.69154229, 4628395.69154229, 4628604.48756219, 4628813.28358209, 4629022.07960199, 4629230.87562189, 4629022.07960199, 4629230.87562189, 4629439.67164179, 4629648.46766169, 4629857.26368159, 4630066.05970149, 4630274.85572139, 4630483.65174129, 4630692.44776119, 4630692.44776119, 4630692.44776119, 
4630901.24378109, 4630901.24378109, 4630901.24378109, 4630692.44776119, 4630692.44776119, 4630483.65174129, 4630483.65174129, 4630483.65174129, 4630692.44776119, 4630901.24378109, 4630901.24378109, 4631110.039801, 4631318.8358209, 4631527.6318408, 4631736.4278607, 4631736.4278607, 4631736.4278607, 4631945.2238806, 4631945.2238806, 4631945.2238806, 4631945.2238806, 4632154.0199005, 4632154.0199005, 4632154.0199005, 4632362.8159204, 4632571.6119403, 4632571.6119403, 4632780.4079602, 4632989.2039801
)"
14271,50.179,50.179,14996938.9771,86100700.8105,14996938.9771,86100700.8105,49653245.9971,49653245.9971,173593350.3242,173593350.3242,13.4978,0,14313,0,10.310549715543628,2.710828827155991,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-6842118.16968712, -6842326.96571004, -6842535.76173295, -6842744.55775587, -6842953.35377878, -6843162.1498017, -6843370.94582461, -6843579.74184753, -6843788.53787044, -6843997.33389336, -6844206.12991627, -6844414.92593919, -6844623.7219621, -6844832.51798502, 5015085.92039801, 5015294.71641791, 5015503.51243781, 5015294.71641791, 5015503.51243781, 5015503.51243781, 5015503.51243781, 5015503.51243781, 5015294.71641791, 5015294.71641791, 5015085.92039801, 5015085.92039801, 5014877.12437811, 5015085.92039801
)"
18336,49.061,49.061,25281227.4136,105009831.0801,25281227.4136,105009831.0801,57755480.5244,57755480.5244,219977193.7422,219977193.7422,11.9002,0,18385,0,8.58657198761101,2.7093779818182697,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7459736.80546987, -7459945.60149278, -7460154.3975157, -7460154.3975157, -7460363.19353861, -7460363.19353861, -7460571.98956153, -7460571.98956153, -7460571.98956153, -7460780.78558444, -7460780.78558444, -7460780.78558444, -7460989.58160736, -7461198.37763027, -7461407.17365319, -7461615.9696761, -7461824.76569902, -7462033.56172193, -7462242.35774485, -7462451.15376776, -7462659.94979068, -7462868.7458136, -7463077.54183651, -7463286.33785942, -7463495.13388234, -7463703.92990526, -7463912.72592817, 
-7464121.52195108, -7464330.317974, -7464539.11399692, -7464747.91001983, -7464956.70604275, -7465165.50206566, -7465374.29808858, -7465583.09411149, -7465791.8901344, -7466000.68615732, -7466209.48218024, -7466418.27820315, -7466627.07422607, -7466835.87024898, -7467044.6662719, -7467253.46229481, -7467462.25831773, -7467462.25831773, -7467671.05434064, -7467879.85036356, -7468088.64638647, -7468297.44240939, -7468506.2384323, -7468715.03445522, -7468923.83047813, -7469132.62650105, -7469341.42252396, 
-7469550.21854688, -7469759.01456979, -7469967.81059271, -7470176.60661562, -7470385.40263854, -7470594.19866145, -7470802.99468437, -7471011.79070728, -7471220.5867302, -7471429.38275311, -7471638.17877603, -7471846.97479894, -7472055.77082186, -7472264.56684477, -7472473.36286769, -7472682.1588906, -7472890.95491352, -7473099.75093643, -7472890.95491352, -7473099.75093643, -7473308.54695935, -7473517.34298226, -7473726.13900518, -7473934.93502809, -7474143.73105101, -7474352.52707392, 4881456.46766169, 
4881247.67164179, 4881038.87562189, 4880830.07960199, 4880621.28358209, 4880412.48756219, 4880203.69154229, 4879994.89552239, 4879786.09950249, 4879577.30348259, 4879368.50746269, 4879159.71144279, 4878950.91542289, 4878742.11940299, 4878742.11940299, 4878950.91542289, 4878950.91542289, 4878950.91542289, 4878950.91542289, 4878742.11940299, 4878533.32338308, 4878324.52736318, 4878115.73134328, 4878115.73134328, 4877906.93532338, 4877906.93532338, 4877906.93532338, 4877906.93532338, 4878115.73134328, 
4878115.73134328, 4877906.93532338, 4877698.13930348, 4877489.34328358, 4877280.54726368, 4877071.75124378, 4877280.54726368, 4877071.75124378, 4876862.95522388, 4876862.95522388, 4876654.15920398, 4876445.36318408, 4876236.56716418, 4876236.56716418, 4876027.77114428, 4875818.97512438, 4875610.17910448, 4875610.17910448, 4875401.38308458, 4875610.17910448, 4875401.38308458, 4875192.58706468, 4875192.58706468, 4874983.79104478, 4874774.99502488, 4874566.19900498, 4874566.19900498, 4874357.40298507, 
4874357.40298507, 4874148.60696517, 4873939.81094527, 4873939.81094527, 4873939.81094527, 4873939.81094527, 4873939.81094527, 4874148.60696517, 4874148.60696517, 4874357.40298507, 4874148.60696517, 4873939.81094527, 4873939.81094527, 4873939.81094527, 4873731.01492537, 4873522.21890547, 4873313.42288557, 4873104.62686567, 4872895.83084577, 4872687.03482587, 4872687.03482587, 4872895.83084577, 4873104.62686567)"
18660,48.2988,48.2988,19893004.1816,102704910.0488,19893004.1816,102704910.0488,48814910.2793,48814910.2793,202565726.3906,202565726.3906,12.2529,0,18710,0,9.014682446831891,2.7245936127067263,1,0,0,0,0,7040612640,7040686540,7040047060,7040047060,1586,1586,528052.3,528052.3,7426,0,0,2,137,"c(-7629070.38005398, -7629279.1760769, -7629279.1760769, -7629070.38005398, -7629279.1760769, -7629487.97209981, -7629487.97209981, -7629487.97209981, -7629487.97209981, -7629696.76812273, -7629905.56414564, -7630114.36016856, -7630323.15619147, -7630323.15619147, -7630323.15619147, -7630531.95221439, -7630740.7482373, -7630949.54426022, -7631158.34028313, -7631367.13630605, -7631575.93232896, -7631784.72835188, -7631993.52437479, -7632202.32039771, -7632411.11642062, -7632619.91244354, -7632828.70846645, 
-7632828.70846645, -7632828.70846645, -7633037.50448937, -7633246.30051228, -7633455.0965352, -7633663.89255811, -7633872.68858103, -7634081.48460394, 4723397.88059701, 4723189.08457711, 4722980.28855721, 4722771.49253731, 4722562.69651741, 4722353.90049751, 4722145.10447761, 4721936.30845771, 4721727.51243781, 4721518.71641791, 4721309.92039801, 4721101.12437811, 4720892.32835821, 4720683.53233831, 4720474.73631841, 4720265.94029851, 4720057.14427861, 4720057.14427861, 4720057.14427861, 4720057.14427861, 
4720057.14427861, 4720265.94029851, 4720474.73631841, 4720474.73631841, 4720474.73631841, 4720265.94029851, 4720057.14427861, 4719848.34825871, 4719639.55223881, 4719430.75621891, 4719221.960199, 4719221.960199, 4719430.75621891, 4719639.55223881, 4719848.34825871)"
